Year,pred_rate,actual_rate,abs_error,abs_perc_error
2020,5.496548198642942,5.1,0.3965481986429422,7.77545487535181
2021,5.636287383788569,6.0,0.3637126162114308,6.061876936857179
2022,5.506027518635417,6.2,0.6939724813645833,11.19310453813844
2023,5.112699127191269,6.1,0.9873008728087305,16.18526020997919
